baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSMUSG00000049001.5	1920.95737166662	7.82740294866966	0.320618105633928	24.4134776268897	1.23011141513295e-131	4.64402205253121e-129	Ndnf
ENSMUSG00000026640.12	21471.4389963224	6.51244492545059	0.266992271621961	24.3918855249551	2.08525638199577e-131	7.76155921225385e-129	Plxna2
ENSMUSG00000031748.16	14908.4906972214	5.35385199203125	0.221222344167692	24.2012262015128	2.15956622608374e-129	7.9265078689882e-127	Gnao1
ENSMUSG00000098912.7	3614.02352199274	6.93369637332459	0.28684640829366	24.1721568506662	4.36752550043464e-129	1.58110406027378e-126	RP23-199B2.4
ENSMUSG00000026587.15	10275.5964363513	9.31105443894835	0.385965090268019	24.1240844670243	1.39717618609439e-128	4.98961825269141e-126	Astn1
ENSMUSG00000027350.8	3521.69730751257	10.0372523925575	0.417201965973631	24.0584973494393	6.80219028037894e-128	2.39681976719432e-125	Chgb
ENSMUSG00000046709.16	4858.95342550244	10.0862903630522	0.419872183502978	24.0222876374012	1.62686734655901e-127	5.65700307467301e-125	Mapk10
ENSMUSG00000056648.5	17553.5844669884	11.7185170133187	0.487864305590518	24.020033601627	1.71754227780578e-127	5.89473893189263e-125	Hoxb8
ENSMUSG00000055421.8	2481.80885224384	9.2492915876414	0.385559178712459	23.9892916530443	3.59707395213084e-127	1.21871632478156e-124	Pcdh9
ENSMUSG00000024534.15	2221.30257833604	9.03131330809108	0.376857428041865	23.9648011053342	6.47759704876269e-127	2.16687920516015e-124	Sncaip
ENSMUSG00000021010.8	1451.64391975404	7.76660280974228	0.324336699433044	23.9461116281897	1.01435907277881e-126	3.3508084020407e-124	Npas3
ENSMUSG00000020701.12	1732.24914085286	6.99226474863254	0.292181517847224	23.9312356241802	1.44916573229301e-126	4.72803738361819e-124	Tmem132e
ENSMUSG00000060257.2	10102.0894770344	11.3030930173296	0.472906185172814	23.9013431664023	2.96581020346537e-126	9.55822759109503e-124	Scrt2
ENSMUSG00000069171.14	6379.46610967638	10.5608821986361	0.441990803509345	23.8938957887452	3.54463574575723e-126	1.12860348015815e-123	Nr2f1
ENSMUSG00000047501.3	26808.6039191884	-5.86946935388589	0.246006180867768	-23.859032050259	8.16056405484629e-126	2.56737174139789e-123	Cldn4
ENSMUSG00000038721.8	4521.42827441952	8.33833747991428	0.349492556114876	23.8584122437604	8.28235186474673e-126	2.57503191446661e-123	Hoxb7
ENSMUSG00000020181.16	3891.59620627093	8.39022869958259	0.35234543221531	23.8125087838673	2.47834527515274e-125	7.61572448679784e-123	Nav3
ENSMUSG00000048895.13	12021.8269428423	7.33050112431784	0.308313268517517	23.7761454755599	5.8964734172959e-125	1.79110463217102e-122	Cdk5r1
ENSMUSG00000034098.14	5200.86878026129	11.363518246027	0.479682601585144	23.6896610560305	4.60861310289322e-124	1.3839979371609e-121	Fstl5
ENSMUSG00000039989.7	1233.66806522864	4.3991595720805	0.185761765998341	23.6817277680262	5.56315925516493e-124	1.65188325433982e-121	Cbx4
ENSMUSG00000038143.16	15315.6766172247	5.48027050594286	0.231457027115582	23.6772699202007	6.18367869706915e-124	1.79578106513677e-121	Stox2
ENSMUSG00000053046.16	7840.73926998954	7.88338898067234	0.332946691862582	23.6776312044755	6.13091409817769e-124	1.79578106513677e-121	Brsk2
ENSMUSG00000058975.7	1699.86119465408	6.94546333677202	0.293830000779758	23.6376929460584	1.57978187148087e-123	4.53792342582881e-121	Kcnc1
ENSMUSG00000059401.13	679.339249969895	6.80821418519783	0.288594359616255	23.5909468024626	4.77377645113011e-123	1.35652247606468e-120	Mamld1
ENSMUSG00000027581.12	12858.2124286071	7.39039689733776	0.313857327462705	23.5469949262725	1.34758117403253e-122	3.78856677512316e-120	Stmn3
ENSMUSG00000038916.7	5077.92382628793	8.01163189469853	0.341476726095869	23.4617216414605	1.00364158700076e-121	2.79191960207044e-119	Soga3
ENSMUSG00000030757.13	3845.66120377792	4.0538551775895	0.172800672628291	23.4597187379571	1.05201733922829e-121	2.89600648164439e-119	Zkscan2
ENSMUSG00000056222.15	6097.13161330233	7.91130448016262	0.337291382599364	23.4554005477208	1.16437821498467e-121	3.17227042138143e-119	Spock1
ENSMUSG00000020297.10	22734.1147865768	10.9859035583851	0.468475455313338	23.4503290061102	1.31172736501907e-121	3.53724684442439e-119	Nsg2
ENSMUSG00000036218.16	1617.98180022791	7.66194539284279	0.327524328068235	23.3935153398636	4.97510778861716e-121	1.32805225787662e-118	Pdzrn4
ENSMUSG00000014837.15	10461.3190531417	3.80791313900255	0.163308944800158	23.3172355847521	2.96435196599009e-120	7.833892940522e-118	RP23-127B8.5
ENSMUSG00000024897.8	3186.21380449841	7.46504807835612	0.320927258394844	23.260872621707	1.10420404759516e-119	2.88918815502942e-117	Apba1
ENSMUSG00000063919.11	5425.26163472138	6.85022799768484	0.29507091533876	23.2155310523247	3.17315164197576e-119	8.22126259240132e-117	Srrm4
ENSMUSG00000057098.14	5414.08235392654	8.39181795102024	0.3616799660852	23.2023300650371	4.31316855103471e-119	1.1066417990116e-116	Ebf1
ENSMUSG00000021198.16	2690.31411784566	9.21924923736024	0.397649228113685	23.1843760419033	6.546025322036e-119	1.66338279986005e-116	Unc79
ENSMUSG00000034488.14	5629.57835357793	7.94816355389919	0.343102703014499	23.16555213371	1.01341478430875e-118	2.55062023856451e-116	Edil3
ENSMUSG00000035551.6	13575.1697129355	4.89790165739979	0.211806049682163	23.1244653528528	2.62754021336415e-118	6.55075520929947e-116	Igfbpl1
ENSMUSG00000038738.15	6367.24629116394	5.40138280413198	0.233725310182777	23.1099610046855	3.6765445752318e-118	9.08037789622905e-116	Shank1
ENSMUSG00000094910.1	12112.8673093472	6.79068011177304	0.294261388517479	23.0770341497579	7.87576316957719e-118	1.92715549335571e-115	RP23-158M23.2
ENSMUSG00000025777.8	3427.76721193629	8.37109639487602	0.36327075549494	23.0436837214457	1.70185473988282e-117	4.12613901017278e-115	Gdap1
ENSMUSG00000022245.15	8232.20285153372	11.8126873655705	0.514006421235776	22.9815949325504	7.12232004934301e-117	1.71110501767262e-114	Skor1
ENSMUSG00000052981.6	7768.80750521848	7.81436191358806	0.340699791176987	22.9362098714309	2.02305548279054e-116	4.8165123642978e-114	Ube2ql1
ENSMUSG00000060568.14	2072.44135585626	4.6976730325141	0.205119887047903	22.902084727733	4.42916686286008e-116	1.04508564897146e-113	Fam78b
ENSMUSG00000030077.11	13406.2669888343	12.8638057270446	0.563759714280583	22.8178874814782	3.04665265578541e-115	7.12512298534877e-113	Chl1
ENSMUSG00000030854.17	4649.50059900128	11.2171077074024	0.493153630578653	22.7456658774681	1.5839993919506e-114	3.67196069570864e-112	Ptpn5
ENSMUSG00000028524.21	3629.55716738409	6.44677749328971	0.283531314481811	22.7374443809567	1.91034271830228e-114	4.38996756665863e-112	Sgip1
ENSMUSG00000036882.7	11241.0562073169	4.79154141749311	0.211021001778391	22.7064670204015	3.8671080975059e-114	8.81000566317142e-112	Arhgap33
ENSMUSG00000027603.15	2175.68804769639	4.30117345845083	0.189688288103937	22.6749553250967	7.91621469302335e-114	1.78804962130366e-111	Ggt7
ENSMUSG00000024502.9	3617.62652961079	7.08567705729611	0.312854610338545	22.6484661665321	1.44452723009991e-113	3.23512890761443e-111	Jakmip2
ENSMUSG00000040035.14	3941.03968797674	9.18390023772223	0.406568318522921	22.5888241146966	5.5813525728123e-113	1.23948239026648e-110	Disp2
ENSMUSG00000011832.15	6057.74937489077	4.28453338167571	0.189773353019526	22.5771074468756	7.27573664335232e-113	1.60229910228226e-110	Evi5l
ENSMUSG00000040687.16	5841.08933660437	4.91943424104388	0.217971248188473	22.5691887436007	8.70279784033239e-113	1.90073420269805e-110	Madd
ENSMUSG00000022053.13	3374.4678559613	9.82436155740485	0.437236369655049	22.4692231461798	8.30308509246759e-112	1.79857073556263e-109	Ebf2
ENSMUSG00000045994.17	5524.81299468109	10.7401823789325	0.478267866659444	22.4564164302934	1.1076990029318e-111	2.37993183337226e-109	B3gat1
ENSMUSG00000042873.11	5844.78969163588	6.64175481394596	0.296506531619398	22.400028686287	3.93324982254754e-111	8.38258008552128e-109	Lhfpl4
ENSMUSG00000000690.5	8425.91018099138	10.8680623892852	0.48540895405836	22.3894971413703	4.98177310990484e-111	1.05322654380364e-108	Hoxb6
ENSMUSG00000037747.9	5874.26521447267	4.91976251478628	0.22016856534371	22.3454356760963	1.33737163242818e-110	2.80497778810947e-108	Phyhipl
ENSMUSG00000040797.16	3657.69363305658	9.35093283320002	0.419297867912211	22.3014080175524	3.5805579509505e-110	7.45066180864322e-108	Iqsec3
ENSMUSG00000046982.10	11312.4642087265	6.4734201202852	0.290986681558147	22.2464481385263	1.2208697891293e-109	2.52061921229063e-107	Tshz1
ENSMUSG00000028546.17	9603.64942358374	7.2161708448838	0.325403385432554	22.1760779633299	5.84583549231563e-109	1.19758057794903e-106	Elavl4
ENSMUSG00000021301.9	3050.501545756	9.63740245610394	0.434826488762717	22.1637887874008	7.6808623186031e-109	1.56140114225942e-106	Hecw1
ENSMUSG00000039542.16	30915.7374675867	6.08313296855245	0.274752725953838	22.1403916828636	1.29109854526095e-108	2.60456956149704e-106	Ncam1
ENSMUSG00000048814.10	4143.76917993482	8.25461327507202	0.373040937465097	22.1279019165138	1.70319476148471e-108	3.40987333043609e-106	Lonrf2
ENSMUSG00000040711.7	5401.39247396385	3.57892292980561	0.161890897626529	22.107005287363	2.70642063622196e-108	5.3776374551457e-106	Sh3pxd2b
ENSMUSG00000016349.10	1594.49706345245	6.3620959310267	0.288195422628828	22.0756314343707	5.42019160435725e-108	1.06895077259962e-105	Eef1a2
ENSMUSG00000056073.16	2706.71711430883	9.10234440762764	0.412647793211148	22.058386249433	7.93639489896736e-108	1.55359339255563e-105	Grik2
ENSMUSG00000031342.17	10677.8763721834	6.5556972616474	0.297795965546458	22.0140566700346	2.11220818446626e-107	4.10436218315367e-105	Gpm6b
ENSMUSG00000052516.19	14962.8212699918	9.13789230046513	0.415306915146732	22.0027453605886	2.71065315124987e-107	5.22879057139273e-105	Robo2
ENSMUSG00000031227.8	6759.96397857473	5.55706763569123	0.254163882376291	21.8641121772918	5.70646775653637e-106	1.09278857537671e-103	Magee1
ENSMUSG00000052504.7	2657.8484317187	7.98918901396826	0.365515050180499	21.8573462570776	6.61815344071507e-106	1.25825856818545e-103	Epha3
ENSMUSG00000031688.4	3011.7299824898	9.55234481568864	0.437452262346815	21.8363136687026	1.04884065968135e-105	1.97983657952851e-103	Pou4f2
ENSMUSG00000021986.8	3691.91486626319	8.1995225206407	0.376139604325303	21.7991469825373	2.36380966368612e-105	4.43038283561937e-103	Amer2
ENSMUSG00000021994.15	2188.45209716486	5.01146129644187	0.23093519922231	21.7007251961516	2.01952690916e-104	3.75845335411065e-102	Wnt5a
ENSMUSG00000026452.15	677.782071708092	7.04085035220913	0.324728069791534	21.682296688208	3.01455270099815e-104	5.57101987617329e-102	Syt2
ENSMUSG00000024063.12	11230.0400006622	5.93073993272932	0.273753781471713	21.6645041425378	4.43662480650137e-104	8.1421308167647e-102	Lbh
ENSMUSG00000043557.15	2774.2119860628	4.82478266348968	0.222795495680249	21.6556562275123	5.37601408912967e-104	9.79806374713309e-102	Mdga1
ENSMUSG00000004231.15	5006.41761233238	9.40196237350333	0.434524379678832	21.6373644683701	7.99440106523226e-104	1.44704134897872e-101	Pax2
ENSMUSG00000028865.14	653.626170601121	-5.93265448425722	0.274259320178976	-21.6315510458704	9.06824951659073e-104	1.63024918350301e-101	Cd164l2
ENSMUSG00000070802.5	5150.02781873952	5.68860596121672	0.262984246579992	21.630976133342	9.18197018144635e-104	1.63954004043975e-101	Pnmal2
ENSMUSG00000022537.18	4676.48524477215	4.04327326973558	0.187625046891909	21.5497522143987	5.32310496666215e-103	9.44118758080406e-101	Tmem44
ENSMUSG00000023088.17	5961.95416009943	-2.31057693733407	0.107302878402207	-21.5332241943525	7.60540299460953e-103	1.33991989959031e-100	Abcc1
ENSMUSG00000040896.16	1707.60355214542	7.70477065632501	0.358820945869708	21.4724662676819	2.81667074832682e-102	4.92954687854522e-100	Kcnd3
ENSMUSG00000008658.16	3545.14013624845	9.91461693815388	0.462260046271066	21.4481372944354	4.75307374341251e-102	8.26378156691857e-100	Rbfox1
ENSMUSG00000033597.8	4854.09848270867	3.86761199298088	0.180330366759931	21.4473694168755	4.832173707551e-102	8.34639572349348e-100	Caskin1
ENSMUSG00000004035.12	1963.03766328663	4.30332624946094	0.200727760681476	21.4386203226252	5.8317052494077e-102	1.0007433417279e-99	Gstm7
ENSMUSG00000038349.10	924.915005973218	7.26454110789078	0.338871829623556	21.4374299450054	5.98277248004277e-102	1.02004340858123e-99	Plcl1
ENSMUSG00000021071.16	1910.28093395473	9.62749287242931	0.449218957472165	21.4316264091011	6.77710303868299e-102	1.14806732053382e-99	Trim9
ENSMUSG00000025020.11	5719.67964227638	5.72492396823722	0.267943674156489	21.366147143648	2.75990081916913e-101	4.64559865911991e-99	Slit1
ENSMUSG00000021087.18	24127.2019648324	5.39341946900401	0.252634497373665	21.3487054423401	4.00890328739138e-101	6.70527134024634e-99	Rtn1
ENSMUSG00000004360.9	4986.52797659884	10.0233079327415	0.469758775206494	21.3371382542785	5.13425584568769e-101	8.53352070654016e-99	RP23-331E5.6
ENSMUSG00000035835.14	19765.3499337405	5.3379008796162	0.250465940383635	21.3118832502344	8.808037755004e-101	1.45481258594682e-98	Plppr3
ENSMUSG00000033618.7	2940.90013767154	4.47738853822618	0.210283464014895	21.2921570376501	1.34206538448307e-100	2.20290446681578e-98	Map3k13
ENSMUSG00000026058.11	1192.91130614702	6.98127736785351	0.328668885594055	21.2410656251661	3.98741394739719e-100	6.50465360418924e-98	Khdrbs2
ENSMUSG00000024501.19	82008.9866031167	6.25269338152218	0.294426932838787	21.2368254535526	4.36404084349486e-100	7.07536855037046e-98	Dpysl3
ENSMUSG00000109394.2	1180.47325991196	8.61026498334216	0.406267921949952	21.1935634544212	1.09489152593779e-99	1.76431087536329e-97	RP24-274B19.1
ENSMUSG00000053024.14	10034.9451399011	4.49327678577151	0.212140382536736	21.1806763617645	1.43950779145355e-99	2.30556802452987e-97	Cntn2
ENSMUSG00000050711.7	1517.75350190683	9.05961401852705	0.428402498359548	21.1474350715003	2.91358847829215e-99	4.63839775396546e-97	Scg2
ENSMUSG00000024924.14	4307.546482195	4.06279581602247	0.192517304571188	21.1035357318758	7.38055731162428e-99	1.16794004834907e-96	Vldlr
ENSMUSG00000061578.8	2022.4442591085	5.58965776008364	0.26541686291245	21.0599194743984	1.85489821670784e-98	2.91782114124632e-96	Ksr2
ENSMUSG00000025469.10	1566.67200587663	8.4325930281276	0.400614860983075	21.0491268532443	2.32931360337645e-98	3.64241246132718e-96	Msx3
ENSMUSG00000039913.12	2795.49637083274	9.20636895255227	0.438524377106782	20.9939730449933	7.44545744162012e-98	1.15741825770409e-95	Pak7
ENSMUSG00000047181.12	9729.32854111419	6.99011000379228	0.333115160993923	20.9840644386636	9.17099693141485e-98	1.41732126261111e-95	Samd14
ENSMUSG00000036902.11	5714.22336516656	4.86890084212507	0.232239363333724	20.9650111515701	1.36888852034668e-97	2.10323354227917e-95	Neto2
ENSMUSG00000021217.7	3654.36578397019	5.90195675036394	0.281582342690055	20.9599674964719	1.52191011219544e-97	2.32482766098201e-95	Tshz3
ENSMUSG00000056895.4	3613.08331276451	4.67252213778696	0.223387989165085	20.9166220406503	3.77955751966201e-97	5.74036589494874e-95	Hist3h2ba
ENSMUSG00000029838.11	23961.4892374844	8.83084356715562	0.422427677879782	20.9049833369791	4.82367290541826e-97	7.28429736408505e-95	Ptn
ENSMUSG00000027273.13	6564.38570448409	7.10441478265146	0.33986205395318	20.9038187700418	4.94281834074421e-97	7.42181024379813e-95	Snap25
ENSMUSG00000064115.13	2529.28046932913	7.93212076134618	0.379611271969971	20.8953773163344	5.89886965531859e-97	8.8073123379155e-95	Cadm2
ENSMUSG00000045215.16	5607.30563874132	6.2766541229059	0.300423143604889	20.892711685225	6.23752559427764e-97	9.26062297078513e-95	Asxl3
ENSMUSG00000027612.7	3747.53704957568	6.76447256521406	0.324037098545868	20.8756114518059	8.92202289712872e-97	1.31721954805822e-94	Mmp24
ENSMUSG00000097023.8	3494.22574259097	7.91394053721999	0.379596652538451	20.8482885302007	1.57972500600686e-96	2.31929959631907e-94	RP23-207N5.1
ENSMUSG00000045174.10	1953.48011353062	9.47814831760596	0.455539396988231	20.8064294334807	3.78507564157343e-96	5.5264195568984e-94	Amer3
ENSMUSG00000026347.13	1512.40756674807	5.85733073499164	0.281677680779875	20.7944439146707	4.85953851534451e-96	7.05621012884667e-94	Tmem163
ENSMUSG00000059974.10	3519.8783397537	9.28797249924054	0.447403721564167	20.7597122052737	1.00164715689282e-95	1.4464770172244e-93	Ntm
ENSMUSG00000036422.10	2079.381035552	7.67412181894546	0.369843805229703	20.7496291959769	1.23540509488112e-95	1.77435056752301e-93	Pcdh8
ENSMUSG00000057880.12	8102.49515270167	5.77311113533557	0.278474671055091	20.731189351844	1.81254844263787e-95	2.58920095641032e-93	Abat
ENSMUSG00000059921.15	2862.40969228391	8.33085225632132	0.402622384105488	20.6914781323699	4.13345940293761e-95	5.87284578717377e-93	Unc5c
ENSMUSG00000028883.17	3079.5904573509	7.66916280601011	0.370905638918284	20.6768568641248	5.59709135134911e-95	7.90985738727823e-93	Sema3a
ENSMUSG00000037872.5	923.122377496727	8.67185839800462	0.419913403901994	20.6515398589863	9.45574192338203e-95	1.32918559472988e-92	Ackr1
