baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSMUSG00000027350.8	3521.69730751257	10.0372523925575	0.417201965973631	21.661576717327	4.72773109752228e-104	2.07050168289937e-101	Chgb
ENSMUSG00000046709.16	4858.95342550244	10.0862903630522	0.419872183502978	21.6406104525564	7.45102976552704e-104	3.20785774701953e-101	Mapk10
ENSMUSG00000069171.14	6379.46610967638	10.5608821986361	0.441990803509345	21.631405275232	9.09695000569868e-104	3.85119378491253e-101	Nr2f1
ENSMUSG00000034098.14	5200.86878026129	11.363518246027	0.479682601585144	21.604949213876	1.61365941704544e-103	6.71943653317561e-101	Fstl5
ENSMUSG00000025892.16	2354.5176126677	6.39527228924855	0.250511263945886	21.5370446991717	7.00348007503502e-103	2.86928060299943e-100	Gria4
ENSMUSG00000026587.15	10275.5964363513	9.31105443894835	0.385965090268019	21.5331765709097	7.61322298844858e-103	3.06957900205686e-100	Astn1
ENSMUSG00000055421.8	2481.80885224384	9.2492915876414	0.385559178712459	21.3956560836891	1.46652083858457e-101	5.82048372201355e-99	Pcdh9
ENSMUSG00000052951.5	6816.61696161801	7.60225032365644	0.308930098820424	21.3713404710825	2.46940660215634e-101	9.65006109251896e-99	RP23-65G6.4
ENSMUSG00000020297.10	22734.1147865768	10.9859035583851	0.468475455313338	21.3157454571575	8.11055181316488e-101	3.12145646373032e-98	Nsg2
ENSMUSG00000024534.15	2221.30257833604	9.03131330809108	0.376857428041865	21.3112777153457	8.92269366180816e-101	3.38276629408342e-98	Sncaip
ENSMUSG00000049001.5	1920.95737166662	7.82740294866966	0.320618105633928	21.2945021778183	1.27655400261739e-100	4.76849238536533e-98	Ndnf
ENSMUSG00000040447.15	1766.27271882511	4.67925356675576	0.17342068576427	21.215771062957	6.82978195093973e-100	2.51425059906986e-97	Spns2
ENSMUSG00000032589.14	5349.54977882167	6.68585267565619	0.269677982355772	21.0838594459489	1.11877948077831e-98	4.05973108446428e-96	Bsn
ENSMUSG00000030077.11	13406.2669888343	12.8638057270446	0.563759714280583	21.0440821266985	2.59085158932721e-98	9.26904524232402e-96	Chl1
ENSMUSG00000022245.15	8232.20285153372	11.8126873655705	0.514006421235776	21.0360939452363	3.06619270418414e-98	1.0817272344303e-95	Skor1
ENSMUSG00000038721.8	4521.42827441952	8.33833747991428	0.349492556114876	20.9971209730207	6.96823786478757e-98	2.42466041100642e-95	Hoxb7
ENSMUSG00000020181.16	3891.59620627093	8.39022869958259	0.35234543221531	20.974384861804	1.12410845490806e-97	3.8585782247459e-95	Nav3
ENSMUSG00000021010.8	1451.64391975404	7.76660280974228	0.324336699433044	20.8628959398385	1.16405242025e-96	3.9424127369027e-94	Npas3
ENSMUSG00000046844.6	1024.39184562939	5.46861687777011	0.214847228356684	20.7990436364923	4.41524832219168e-96	1.47568056094725e-93	Vat1l
ENSMUSG00000030854.17	4649.50059900128	11.2171077074024	0.493153630578653	20.7179002117736	2.3887817030443e-95	7.88018753753613e-93	Ptpn5
ENSMUSG00000098912.7	3614.02352199274	6.93369637332459	0.28684640829366	20.685970616198	4.63354923208103e-95	1.50893312877039e-92	RP23-199B2.4
ENSMUSG00000033419.15	6611.40710498974	5.73203187301381	0.228815039357359	20.6805981211026	5.17946899933902e-95	1.66536319053431e-92	Snap91
ENSMUSG00000053046.16	7840.73926998954	7.88338898067234	0.332946691862582	20.6741473902776	5.92035986483828e-95	1.87978826158446e-92	Brsk2
ENSMUSG00000021198.16	2690.31411784566	9.21924923736024	0.397649228113685	20.6695968614088	6.50573632282585e-95	2.04015072019876e-92	Unc79
ENSMUSG00000026640.12	21471.4389963224	6.51244492545059	0.266992271621961	20.6464587606332	1.05043209687755e-94	3.25390557229106e-92	Plxna2
ENSMUSG00000015709.9	10803.5450438727	6.27178811967204	0.256126688917646	20.5827363870194	3.9192074034661e-94	1.19941912355955e-91	Arnt2
ENSMUSG00000038916.7	5077.92382628793	8.01163189469853	0.341476726095869	20.5332643745976	1.08626499673501e-93	3.28466636572833e-91	Soga3
ENSMUSG00000048895.13	12021.8269428423	7.33050112431784	0.308313268517517	20.5326911642733	1.09915610049568e-93	3.28466636572833e-91	Cdk5r1
ENSMUSG00000020701.12	1732.24914085286	6.99226474863254	0.292181517847224	20.5087056593558	1.80021369023873e-93	5.31711952857605e-91	Tmem132e
ENSMUSG00000056222.15	6097.13161330233	7.91130448016262	0.337291382599364	20.4906049686182	2.6112841661139e-93	7.6240493222367e-91	Spock1
ENSMUSG00000025582.4	1710.35132113512	6.18538106009586	0.253320739563077	20.4696270389843	4.01682596844358e-93	1.15944768664131e-90	Nptx1
ENSMUSG00000028698.13	12632.8097681556	5.77479253838418	0.233310899609724	20.4653642258948	4.38394247784617e-93	1.25119688628956e-90	Pik3r3
ENSMUSG00000057098.14	5414.08235392654	8.39181795102024	0.3616799660852	20.4374547781255	7.76863284945734e-93	2.19256714454518e-90	Ebf1
ENSMUSG00000045994.17	5524.81299468109	10.7401823789325	0.478267866659444	20.3655379295388	3.38119355461119e-92	9.43798873414053e-90	B3gat1
ENSMUSG00000027581.12	12858.2124286071	7.39039689733776	0.313857327462705	20.360833850843	3.72195365579785e-92	1.02762331316219e-89	Stmn3
ENSMUSG00000036218.16	1617.98180022791	7.66194539284279	0.327524328068235	20.3403070304288	5.65751674885432e-92	1.54523207459837e-89	Pdzrn4
ENSMUSG00000000690.5	8425.91018099138	10.8680623892852	0.48540895405836	20.3293785719882	7.06920764119127e-92	1.91026535419042e-89	Hoxb6
ENSMUSG00000025777.8	3427.76721193629	8.37109639487602	0.36327075549494	20.2909160271744	1.5468613554589e-91	4.1359816094749e-89	Gdap1
ENSMUSG00000034488.14	5629.57835357793	7.94816355389919	0.343102703014499	20.2509729385769	3.48292710441709e-91	9.2156074353436e-89	Edil3
ENSMUSG00000058975.7	1699.86119465408	6.94546333677202	0.293830000779758	20.2343644998609	4.87874832118892e-91	1.27757820728371e-88	Kcnc1
ENSMUSG00000027217.13	3602.90806316205	5.12641402667864	0.20405083752828	20.2224802243546	6.20821556841152e-91	1.60913146584919e-88	Tspan18
ENSMUSG00000022053.13	3374.4678559613	9.82436155740485	0.437236369655049	20.182130695959	1.40555116752552e-90	3.60630355619351e-88	Ebf2
ENSMUSG00000024897.8	3186.21380449841	7.46504807835612	0.320927258394844	20.1449017160207	2.98301351850146e-90	7.57715263834555e-88	Apba1
ENSMUSG00000051515.9	1672.74560991393	5.53157134419921	0.225094287457127	20.1318807127094	3.87986175261617e-90	9.75766023546568e-88	Fam181b
ENSMUSG00000040035.14	3941.03968797674	9.18390023772223	0.406568318522921	20.1292128896188	4.09446531997692e-90	1.01964229012484e-87	Disp2
ENSMUSG00000059401.13	679.339249969895	6.80821418519783	0.288594359616255	20.1258756162838	4.37966507325609e-90	1.08007643228911e-87	Mamld1
ENSMUSG00000052981.6	7768.80750521848	7.81436191358806	0.340699791176987	20.0010745238412	5.38986626201579e-89	1.31642300886022e-86	Ube2ql1
ENSMUSG00000026247.13	1230.30985435052	4.66430863744097	0.183393363133804	19.9805956705613	8.12486651922085e-89	1.96552128052123e-86	Ecel1
ENSMUSG00000041757.16	8466.2689011291	5.20654753226276	0.210639113765837	19.9704008294446	9.9650519933506e-89	2.38794609134999e-86	Plekha6
ENSMUSG00000040797.16	3657.69363305658	9.35093283320002	0.419297867912211	19.9164686307169	2.92935772658508e-88	6.95407622551286e-86	Iqsec3
ENSMUSG00000021301.9	3050.501545756	9.63740245610394	0.434826488762717	19.8640208895308	8.33618182300282e-88	1.96062365264902e-85	Hecw1
ENSMUSG00000063919.11	5425.26163472138	6.85022799768484	0.29507091533876	19.8265152326803	1.75805914939567e-87	4.09692297741279e-85	Srrm4
ENSMUSG00000047501.3	26808.6039191884	-5.86946935388589	0.246006180867768	-19.7940935333787	3.34719455364397e-87	7.72928080519186e-85	Cldn4
ENSMUSG00000031748.16	14908.4906972214	5.35385199203125	0.221222344167692	19.6808871563666	3.14449646311541e-86	7.19579771708059e-84	Gnao1
ENSMUSG00000094910.1	12112.8673093472	6.79068011177304	0.294261388517479	19.6786949893329	3.28348705196673e-86	7.44677273276847e-84	RP23-158M23.2
ENSMUSG00000056073.16	2706.71711430883	9.10234440762764	0.412647793211148	19.6350120876128	7.766233533528e-86	1.74575307951456e-83	Grik2
ENSMUSG00000052516.19	14962.8212699918	9.13789230046513	0.415306915146732	19.5948875486215	1.70962857742365e-85	3.80932241185421e-83	Robo2
ENSMUSG00000031688.4	3011.7299824898	9.55234481568864	0.437452262346815	19.5503499508897	4.09700959178061e-85	9.04940353398428e-83	Pou4f2
ENSMUSG00000024502.9	3617.62652961079	7.08567705729611	0.312854610338545	19.4520932605427	2.79773478086014e-84	6.1263156179852e-82	Jakmip2
ENSMUSG00000048814.10	4143.76917993482	8.25461327507202	0.373040937465097	19.4472309778355	3.07599531115432e-84	6.67806469219068e-82	Lonrf2
ENSMUSG00000038143.16	15315.6766172247	5.48027050594286	0.231457027115582	19.3568134948245	1.78596918868988e-83	3.84452570863657e-81	Stox2
ENSMUSG00000004231.15	5006.41761233238	9.40196237350333	0.434524379678832	19.3359976250664	2.67445005040361e-83	5.70871476725227e-81	Pax2
ENSMUSG00000008658.16	3545.14013624845	9.91461693815388	0.462260046271066	19.2848527794384	7.19946725334028e-83	1.5239472308508e-80	Rbfox1
ENSMUSG00000037126.16	3802.80290231161	4.73231404395503	0.193825464370689	19.25605624665	1.25587257174425e-82	2.63639828056824e-80	Psd
ENSMUSG00000028524.21	3629.55716738409	6.44677749328971	0.283531314481811	19.2104970953363	3.02357074928726e-82	6.29522300021685e-80	Sgip1
ENSMUSG00000004360.9	4986.52797659884	10.0233079327415	0.469758775206494	19.2083861100308	3.14904318092004e-82	6.5031581982561e-80	RP23-331E5.6
ENSMUSG00000021071.16	1910.28093395473	9.62749287242931	0.449218957472165	19.2055404806995	3.32643751598288e-82	6.81409994705493e-80	Trim9
ENSMUSG00000021986.8	3691.91486626319	8.1995225206407	0.376139604325303	19.140559616302	1.16017305072771e-81	2.35756445292277e-79	Amer2
ENSMUSG00000052504.7	2657.8484317187	7.98918901396826	0.365515050180499	19.1214807995371	1.67289941794595e-81	3.37248556470199e-79	Epha3
ENSMUSG00000028546.17	9603.64942358374	7.2161708448838	0.325403385432554	19.1029691858329	2.38528775251915e-81	4.77076332297156e-79	Elavl4
ENSMUSG00000042873.11	5844.78969163588	6.64175481394596	0.296506531619398	19.0274217000651	1.01106409776005e-80	2.00640930837524e-78	Lhfpl4
ENSMUSG00000038738.15	6367.24629116394	5.40138280413198	0.233725310182777	18.8314342194691	4.17304430237142e-79	8.21701537399507e-77	Shank1
ENSMUSG00000050711.7	1517.75350190683	9.05961401852705	0.428402498359548	18.8131816443396	5.88946840623784e-79	1.15075682297575e-76	Scg2
ENSMUSG00000046982.10	11312.4642087265	6.4734201202852	0.290986681558147	18.8098647366837	6.26975429022303e-79	1.21571014294622e-76	Tshz1
ENSMUSG00000109394.2	1180.47325991196	8.61026498334216	0.406267921949952	18.7321335802625	2.70840904899363e-78	5.21184077677932e-76	RP24-274B19.1
ENSMUSG00000039913.12	2795.49637083274	9.20636895255227	0.438524377106782	18.7135981052976	3.8358192205739e-78	7.32583789637576e-76	Pak7
ENSMUSG00000040896.16	1707.60355214542	7.70477065632501	0.358820945869708	18.6855609559638	6.48931399855785e-78	1.23011242445797e-75	Kcnd3
ENSMUSG00000031342.17	10677.8763721834	6.5556972616474	0.297795965546458	18.6560528160704	1.12759158255592e-77	2.12162620655578e-75	Gpm6b
ENSMUSG00000045174.10	1953.48011353062	9.47814831760596	0.455539396988231	18.611229618467	2.60568406250989e-77	4.8666897699863e-75	Amer3
ENSMUSG00000016349.10	1594.49706345245	6.3620959310267	0.288195422628828	18.6057636936609	2.88550503585227e-77	5.34997908143674e-75	Eef1a2
ENSMUSG00000026452.15	677.782071708092	7.04085035220913	0.324728069791534	18.6027969682054	3.04972764129404e-77	5.61348781279058e-75	Syt2
ENSMUSG00000025469.10	1566.67200587663	8.4325930281276	0.400614860983075	18.5529638363605	7.71767629704444e-77	1.41033593972105e-74	Msx3
ENSMUSG00000029838.11	23961.4892374844	8.83084356715562	0.422427677879782	18.5377142105357	1.02485924795088e-76	1.85946069694287e-74	Ptn
ENSMUSG00000059974.10	3519.8783397537	9.28797249924054	0.447403721564167	18.5245944541207	1.3078485178097e-76	2.35607519155206e-74	Ntm
ENSMUSG00000039542.16	30915.7374675867	6.08313296855245	0.274752725953838	18.5007553643216	2.03600400102592e-76	3.6420096922577e-74	Ncam1
ENSMUSG00000038349.10	924.915005973218	7.26454110789078	0.338871829623556	18.4864617246288	2.65408107113756e-76	4.7144275026549e-74	Plcl1
ENSMUSG00000035551.6	13575.1697129355	4.89790165739979	0.211806049682163	18.4031648918858	1.23911543038133e-75	2.18574798938306e-73	Igfbpl1
ENSMUSG00000039989.7	1233.66806522864	4.3991595720805	0.185761765998341	18.2984886788321	8.50763176379685e-75	1.49036106504968e-72	Cbx4
ENSMUSG00000037872.5	923.122377496727	8.67185839800462	0.419913403901994	18.270096469212	1.43197363369053e-74	2.49133988146392e-72	Ackr1
ENSMUSG00000051111.16	2681.56078587001	9.84908284814408	0.484425903171801	18.2671545642054	1.511282007266e-74	2.61143362357575e-72	Sv2c
ENSMUSG00000064115.13	2529.28046932913	7.93212076134618	0.379611271969971	18.2611035899233	1.68843729543074e-74	2.89783755008354e-72	Cadm2
ENSMUSG00000097023.8	3494.22574259097	7.91394053721999	0.379596652538451	18.2139133498277	4.00285571879108e-74	6.82392873241693e-72	RP23-207N5.1
ENSMUSG00000059921.15	2862.40969228391	8.33085225632132	0.402622384105488	18.2077612813515	4.47890309494459e-74	7.58457450097916e-72	Unc5c
ENSMUSG00000026058.11	1192.91130614702	6.98127736785351	0.328668885594055	18.1984898176248	5.30502293088325e-74	8.92403228260698e-72	Khdrbs2
ENSMUSG00000057716.6	5185.97632471546	8.62112040919633	0.419115820424354	18.1838051388277	6.9350460134298e-74	1.15892831438902e-71	Tmem178b
ENSMUSG00000046191.7	1002.65754973783	8.60437692231891	0.420808426702065	18.0708760561557	5.40486229294528e-73	8.97313118320935e-71	Pcdhb20
ENSMUSG00000036422.10	2079.381035552	7.67412181894546	0.369843805229703	18.0457850708092	8.51459140922723e-73	1.40440997653104e-70	Pcdh8
ENSMUSG00000060568.14	2072.44135585626	4.6976730325141	0.205119887047903	18.0268870353392	1.19852182449395e-72	1.96410663638522e-70	Fam78b
ENSMUSG00000024063.12	11230.0400006622	5.93073993272932	0.273753781471713	18.0115865659332	1.58033323509882e-72	2.57320798107341e-70	Lbh
ENSMUSG00000028865.14	653.626170601121	-5.93265448425722	0.274259320178976	-17.9853668456492	2.53704159110346e-72	4.10467474239612e-70	Cd164l2
ENSMUSG00000047181.12	9729.32854111419	6.99011000379228	0.333115160993923	17.9820996015896	2.69106356035216e-72	4.32631047446235e-70	Samd14
ENSMUSG00000040687.16	5841.08933660437	4.91943424104388	0.217971248188473	17.9814277048818	2.7238750486451e-72	4.35151887488266e-70	Madd
ENSMUSG00000028883.17	3079.5904573509	7.66916280601011	0.370905638918284	17.9807533405536	2.75720806838698e-72	4.37724013406861e-70	Sema3a
ENSMUSG00000036882.7	11241.0562073169	4.79154141749311	0.211021001778391	17.9676022080252	3.49497631744249e-72	5.51403064840725e-70	Arhgap33
ENSMUSG00000027273.13	6564.38570448409	7.10441478265146	0.33986205395318	17.9614485102018	3.90483417128352e-72	6.12263535708473e-70	Snap25
ENSMUSG00000061911.15	3371.90384710604	11.1285193469477	0.564356828805956	17.9470130066065	5.06418280652184e-72	7.89173665450682e-70	Myt1l
ENSMUSG00000038253.6	7661.38481877731	9.89079993590659	0.495557701893428	17.9409983982422	5.64320455372222e-72	8.74042919933525e-70	Hoxa5
ENSMUSG00000031227.8	6759.96397857473	5.55706763569123	0.254163882376291	17.9296428473046	6.92229108643484e-72	1.06565524779716e-69	Magee1
ENSMUSG00000026610.13	1819.62569607192	9.10587814280844	0.452799858002009	17.9016799576215	1.14417813925547e-71	1.75079933224266e-69	Esrrg
ENSMUSG00000024501.19	82008.9866031167	6.25269338152218	0.294426932838787	17.8403970413885	3.43248327025261e-71	5.22086871543033e-69	Dpysl3
ENSMUSG00000070802.5	5150.02781873952	5.68860596121672	0.262984246579992	17.8284669982717	4.24913026839328e-71	6.4245332111582e-69	Pnmal2
ENSMUSG00000037747.9	5874.26521447267	4.91976251478628	0.22016856534371	17.803461219212	6.64331598567212e-71	9.98502185515134e-69	Phyhipl
ENSMUSG00000037605.16	5788.13354476681	8.96134224548297	0.447371386455116	17.7958235294553	7.61397828456533e-71	1.13766272003673e-68	Adgrl3
ENSMUSG00000027612.7	3747.53704957568	6.76447256521406	0.324037098545868	17.7895450585208	8.51685661082918e-71	1.26512675305071e-68	Mmp24
ENSMUSG00000047907.11	6602.32201288477	10.2619878046256	0.521445351283086	17.7621447421773	1.38826926879557e-70	2.05019928469047e-68	Tshz2
ENSMUSG00000025216.9	4090.0028549017	10.6777725825372	0.545011662739027	17.7570008940732	1.52150232098734e-70	2.23396996852019e-68	Lbx1
ENSMUSG00000029595.9	1598.41694372698	8.84801932537974	0.443040637322156	17.7139943026785	3.27020025919267e-70	4.77392855079041e-68	Lhx5
ENSMUSG00000030757.13	3845.66120377792	4.0538551775895	0.172800672628291	17.6727042270177	6.8054919675055e-70	9.87807436952042e-68	Zkscan2
ENSMUSG00000035566.7	2151.24118089883	9.21651519114664	0.465745341461059	17.6416476123436	1.1797053513664e-69	1.70259634261692e-67	Pcdh17
ENSMUSG00000025020.11	5719.67964227638	5.72492396823722	0.267943674156489	17.6340194748457	1.35018048342959e-69	1.93762341579633e-67	Slit1
ENSMUSG00000020140.15	557.643410868884	7.44911155377103	0.366640625672846	17.589735294434	2.95253559176595e-69	4.21333463856444e-67	Lgr5
ENSMUSG00000052302.6	1705.37606210044	7.68798534431167	0.380755713078668	17.5650295309683	4.5645665758009e-69	6.47734947440887e-67	Tbc1d30
ENSMUSG00000045215.16	5607.30563874132	6.2766541229059	0.300423143604889	17.5640733253416	4.64212845388831e-69	6.55081693651205e-67	Asxl3
ENSMUSG00000066392.11	3750.22362352143	11.0266847666244	0.572272130328031	17.5208335951588	9.93588580712155e-69	1.39437257119721e-66	Nrxn3
ENSMUSG00000004872.15	2100.3136928713	7.00568135244097	0.343058207965263	17.5063042160154	1.28255413252992e-68	1.79000865496662e-66	Pax3
ENSMUSG00000026109.14	2869.46529174873	6.95501337145651	0.341316788685336	17.4471739125218	3.61690962064851e-68	5.02038914066081e-66	Tmeff2
ENSMUSG00000021217.7	3654.36578397019	5.90195675036394	0.281582342690055	17.4086084501387	7.09885263130169e-68	9.79988889607034e-66	Tshz3
ENSMUSG00000020607.7	2551.71245729411	6.63983460227834	0.324053684479179	17.4040132002903	7.69200748955459e-68	1.05613341752528e-65	Fam84a
ENSMUSG00000027603.15	2175.68804769639	4.30117345845083	0.189688288103937	17.4031485625618	7.80901591630839e-68	1.06643448005457e-65	Ggt7
ENSMUSG00000021087.18	24127.2019648324	5.39341946900401	0.252634497373665	17.3904178355572	9.75207106085423e-68	1.3246650107848e-65	Rtn1
ENSMUSG00000021994.15	2188.45209716486	5.01146129644187	0.23093519922231	17.3705061417694	1.38003270380276e-67	1.86458567602628e-65	Wnt5a
